key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::46a3abf7::fact_8d93a45f17890613,Qwen3-30B,46a3abf7,multi-session,fact_8d93a45f17890613,"The assistant recommended considering a flat and fast course with scenic views, shaded areas, or unique features like running through a park or alongside a waterfront.",multi_session_lazy_only,course layout | scenic views | park | waterfront,,False,park | waterfront | scenic views,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, but the fact explicitly supports three salient expected entities: 'park', 'waterfront', and 'scenic views'. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::d3ab962e::fact_f2aa4120f9850a34,Qwen3-30B,d3ab962e,multi-session,fact_f2aa4120f9850a34,"Amazon offers a wide selection of safety razors from various brands, including customer reviews and fast shipping.",multi_session_lazy_only,Amazon | safety razors,,False,Amazon | safety razors,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'Amazon' and 'safety razors' as key entities. 'Amazon' is a named organization, and 'safety razors' is a named product category. Both are salient expected entities. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
Qwen3-30B::a11281a2::fact_191e92890c42c90b,Qwen3-30B,a11281a2,multi-session,fact_191e92890c42c90b,"The user expressed interest in upcycling old jeans to reduce waste on May 23, 2023.",multi_session_lazy_only,old jeans | upcycling,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact mentions 'old jeans' and 'upcycling' as extracted entities, but the active_entity_keys are empty. No expected entities are explicitly supported as reusable semantic scopes (e.g., a specific person, place, organization, product, work, or event). 'Old jeans' is a generic description, and 'upcycling' is a general practice, not a named or reusable entity. The date 'May 23, 2023' does not name a specific event. Therefore, no salient expected entities exist, making both precision and recall not applicable."
Qwen3-30B::92a0aa75::fact_cfa102bbfd1a0e2c,Qwen3-30B,92a0aa75,multi-session,fact_cfa102bbfd1a0e2c,"The schema enables tracking and analysis of crawl events, errors, and relationships between websites.",multi_session_lazy_only,crawl events | website relationships | error tracking,,False,crawl events | error tracking | website relationships,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: 'crawl events', 'error tracking', and 'website relationships'. Since no expected entities are covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::7024f17c::fact_7111f9a7ea547cd8,Qwen3-30B,7024f17c,multi-session,fact_7111f9a7ea547cd8,"The user is currently deeply engaged with the 'Hamilton' musical soundtrack, listening to it non-stop on Spotify as of May 21, 2023.",multi_session_lazy_only,Hamilton | Spotify,,False,"Hamilton (musical) | Spotify | May 21, 2023",NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly references 'Hamilton' (a titled work), 'Spotify' (an organization/platform), and 'May 21, 2023' (a specific date that names an event—i.e., the user's current engagement). All three are salient expected entities. Since no active keys cover any of these, recall fails. The date is included as an expected entity because it names a specific event (the user's engagement on that date), satisfying the exception rule for dates."
Qwen3-30B::gpt4_e05b82a6::fact_acb527998a54cee2,Qwen3-30B,gpt4_e05b82a6,multi-session,fact_acb527998a54cee2,"The assistant noted that configmaps are commonly used to store configuration data for applications in Kubernetes, which can be mounted into pods as files or environment variables on November 4, 2023.",multi_session_lazy_only,configmaps | Kubernetes,,False,configmaps | Kubernetes,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly mentions two salient expected entities: 'configmaps' and 'Kubernetes'. Since neither is active, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The entities are specific, reusable, and supported by the fact, making them valid long-term memory scopes."
Qwen3-30B::87f22b4a::fact_4ca34f081ff8201b,Qwen3-30B,87f22b4a,multi-session,fact_4ca34f081ff8201b,"Traditional Cherokee clay pots were often unglazed and handmade, passed down through generations.",multi_session_lazy_only,clay pots | Cherokee cooking | Three Sisters Soup,,False,Cherokee clay pots | Three Sisters Soup | Cherokee cooking,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact supports three salient expected entities: 'Cherokee clay pots', 'Three Sisters Soup', and 'Cherokee cooking'. Since no expected entities are covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::gpt4_d84a3211::fact_f4d04b07275c5f8b,Qwen3-30B,gpt4_d84a3211,multi-session,fact_f4d04b07275c5f8b,"The assistant advised cleaning the bicycle chain with a chain cleaner and brush before applying lubricant to remove dirt, grime, and old lubricant.",multi_session_lazy_only,bicycle chain | chain cleaner | brush,,False,bicycle chain | chain cleaner | brush,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient, reusable entities: 'bicycle chain', 'chain cleaner', and 'brush'. These are all specific, reusable tools or components relevant to bicycle maintenance and would form useful long-term memory scopes. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::36b9f61e::fact_9280e3eb054bf091,Qwen3-30B,36b9f61e,multi-session,fact_9280e3eb054bf091,Yung Gud's 'Star Wars' album is a fan favorite in the lo-fi hip hop and chillhop genre.,multi_session_lazy_only,Yung Gud | Star Wars,,False,Yung Gud | Star Wars (album by Yung Gud) | lo-fi hip hop,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet there are salient expected entities: Yung Gud (artist), 'Star Wars' (album), and lo-fi hip hop (genre). The absence of active keys means recall fails. Precision is not applicable since there are no active keys to evaluate."
Qwen3-30B::6cb6f249::fact_5f07b04364c48e87,Qwen3-30B,6cb6f249,multi-session,fact_5f07b04364c48e87,Nonprofits can connect with people on an emotional level by sharing personal stories and experiences related to their cause.,multi_session_lazy_only,nonprofits | personal stories | emotional connection,,False,nonprofits | personal stories | emotional connection,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions three salient expected entities: nonprofits, personal stories, and emotional connection. However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates a lazy-only state, which may explain the lack of activation."
Qwen3-30B::91b15a6e::fact_2ddd9a976435325e,Qwen3-30B,91b15a6e,multi-session,fact_2ddd9a976435325e,The third course in the Data Science Specialization is 'Getting and Cleaning Data' and lasts 4 weeks.,multi_session_lazy_only,Getting and Cleaning Data | Data Science Specialization | Coursera,,False,Data Science Specialization | Getting and Cleaning Data | Coursera,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly references three salient expected entities: the course 'Getting and Cleaning Data', the specialization 'Data Science Specialization', and the platform 'Coursera'. None of these are active, so recall fails. The candidate states are all 'lazy', indicating no active routing, which aligns with the lack of active keys."
Qwen3-30B::gpt4_ab202e7f::fact_756cd68cd010c3aa,Qwen3-30B,gpt4_ab202e7f,multi-session,fact_756cd68cd010c3aa,"The user created a tutorial stream on Adobe Photoshop on March 1, 2023.",multi_session_lazy_only,Adobe Photoshop | tutorial stream,,False,Adobe Photoshop | tutorial stream,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly references two salient expected entities: 'Adobe Photoshop' (a named product) and 'tutorial stream' (a titled work or content type). Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate. The expected entities are clearly supported by the fact and are reusable, long-term memory scopes."
Qwen3-30B::gpt4_d84a3211::fact_ed8cd480bcdf16c9,Qwen3-30B,gpt4_d84a3211,multi-session,fact_ed8cd480bcdf16c9,"The user notes that customers often request different colors and arm lengths for clothing, which are accepted immediately.",multi_session_lazy_only,color variation | arm length customization,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present. The fact discusses customer requests for color variation and arm length customization, which are supported by the normalized entity keys. However, since no entity keys are actively engaged in the current session, precision and recall cannot be evaluated. The absence of active keys suggests no semantic routing is currently in effect, making both verdicts not applicable."
Qwen3-30B::eeda8a6d::fact_3a84a135715c57f4,Qwen3-30B,eeda8a6d,multi-session,fact_3a84a135715c57f4,"The user owns a vase with a delicate design and gold accents, which may be from Royal Worcester or Minton, and is seeking expert or collector input to identify its origin.",multi_session_lazy_only,vase | Royal Worcester | Minton,,False,Royal Worcester | Minton | vase,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities—Royal Worcester, Minton, and vase—are all relevant to the fact and should be tracked. Since none are active, recall fails. The fact explicitly references these entities as potential origins and the object of interest, making them salient expected entities."
Qwen3-30B::3fe836c9::fact_4d592c31a763844e,Qwen3-30B,3fe836c9,multi-session,fact_4d592c31a763844e,"The assistant suggested a casual chic outfit for jeans: a graphic tee, denim jacket, and sneakers.",multi_session_lazy_only,graphic tee | denim jacket | sneakers,,False,denim jacket | graphic tee | sneakers,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly supports three salient expected entities: 'denim jacket', 'graphic tee', and 'sneakers'. Since no entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
