key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-4B::gpt4_68e94288::fact_c3498f3d7a3343a8,Qwen3-4B,gpt4_68e94288,temporal-reasoning,fact_c3498f3d7a3343a8,"The user inquired about low-maintenance plants that can purify air and brighten their living room on February 25, 2023.",temporal_active,plants | air purification | living room,living_room,plants | air purification | living room,PASS,PARTIAL,high,"The active entity 'living_room' is supported and useful. However, 'plants' and 'air purification' are salient expected entities not covered by active keys, leading to partial recall. No unsupported or spurious keys are present, so precision is PASS. The temporal context (February 25, 2023) does not name a specific event, so it does not form an expected entity."
Qwen3-4B::gpt4_2c50253f::fact_038fca3bbbe8316e,Qwen3-4B,gpt4_2c50253f,temporal-reasoning,fact_038fca3bbbe8316e,"The assistant recommended almond milk for peanut butter banana overnight oats on May 27, 2023, noting it is low in calories, rich in vitamins, and adds a subtle nutty flavor.",temporal_active,almond milk | peanut butter banana overnight oats,almond_milk,almond milk | peanut butter banana overnight oats,PASS,PARTIAL,high,"The active entity 'almond_milk' is a valid and useful expected entity. 'peanut_butter_banana_overnight_oats' is also a salient expected entity (a named food preparation) but is not active, only lazy. Thus, recall is partial. No spurious or unsupported entities are active, so precision is PASS."
Qwen3-4B::gpt4_76048e76::fact_28acd8d0efdb98c7,Qwen3-4B,gpt4_76048e76,temporal-reasoning,fact_28acd8d0efdb98c7,"The assistant described the installation process of the Zagg InvisibleShield as relatively easy but requiring care and attention to detail to ensure a bubble-free application on March 10, 2023.",temporal_active,Zagg InvisibleShield | installation process | bubble-free application,installation_process,Zagg InvisibleShield | installation process | bubble-free application,PASS,PARTIAL,high,"The active entity 'installation_process' is supported by the fact and is a useful long-term memory scope. 'Zagg InvisibleShield' and 'bubble-free application' are salient expected entities not covered by active keys, though they are semantically relevant. 'installation_process' is precise and not overly generic. Recall is partial because not all salient entities are active, but the active key is valid and useful."
Qwen3-4B::0bb5a684::fact_7b0392e7023fc6b5,Qwen3-4B,0bb5a684,temporal-reasoning,fact_7b0392e7023fc6b5,The assistant emphasized the value of attending film festival panels for learning from industry experts and gaining insights into distribution trends.,temporal_active,film festival panels | industry experts | distribution strategies,industry_experts,industry experts | film festival panels | distribution strategies,PASS,PARTIAL,high,"The active entity 'industry_experts' is supported by the fact and is a salient expected entity. However, 'film_festival_panels' and 'distribution_strategies' are also salient expected entities explicitly mentioned in the fact but are not active, leading to partial recall. No spurious or overly generic entities are present in the active set, so precision is PASS."
Qwen3-4B::8c18457d::fact_64938b4537693808,Qwen3-4B,8c18457d,temporal-reasoning,fact_64938b4537693808,The assistant recommended 'The Ties That Bind' as a psychological thriller about a woman returning to her hometown to care for her ailing mother and uncovering dark secrets that threaten her family.,temporal_active,The Ties That Bind | Erin Kelly | psychological thriller | hometown | family secrets,psychological_thriller,The Ties That Bind | Erin Kelly | family secrets,PASS,PARTIAL,high,"The active entity 'psychological_thriller' is a valid and useful category, but it is overly generic and not a specific, reusable entity. The expected entities 'The Ties That Bind' (a titled work), 'Erin Kelly' (the author), and 'family secrets' (a salient thematic element) are all explicitly supported by the fact and would form useful long-term memory scopes. However, only 'family secrets' is not covered by the active entity keys, and 'The Ties That Bind' is not active despite being a central expected entity. 'psychological_thriller' is supported but not a specific entity—thus precision is PASS because the active key is useful and supported, but recall is PARTIAL because two salient expected entities are missing from active keys."
Qwen3-4B::gpt4_2312f94c::fact_a955648d46e13853,Qwen3-4B,gpt4_2312f94c,temporal-reasoning,fact_a955648d46e13853,The user has a birthday gift card from their sister with a value that is currently unused and intended for purchasing a denim jacket.,temporal_active,birthday gift card | sister | denim jacket,denim_jacket,birthday gift card | sister | denim jacket,PASS,PARTIAL,high,"The active entity 'denim_jacket' is a valid and useful expected entity. However, 'birthday_gift_card' and 'sister' are salient expected entities that are not active, despite being explicitly supported by the fact and relevant to the memory scope. 'sister' is a reusable person, 'birthday_gift_card' is a named product, and 'denim_jacket' is a named product. The active key 'denim_jacket' is precise and supported, so precision is PASS. Recall is PARTIAL because not all salient expected entities are covered by active keys."
Qwen3-4B::2ebe6c90::fact_fbb418f834363a67,Qwen3-4B,2ebe6c90,temporal-reasoning,fact_fbb418f834363a67,The user suggested that a live makeup tutorial on YouTube would be a fantastic way to engage with an audience interested in skincare and beauty routines.,temporal_active,live makeup tutorial | YouTube | skincare | beauty routine,youtube,YouTube | live makeup tutorial | skincare,PASS,PARTIAL,high,"The active entity 'youtube' is a valid and useful expected entity. 'live makeup tutorial' and 'skincare' are salient expected entities supported by the fact but are not active, leading to partial recall. 'beauty routine' is not a distinct expected entity here as it is subsumed under 'skincare' and 'live makeup tutorial' in context. No spurious or unsupported keys are active, so precision is PASS."
Qwen3-4B::gpt4_65aabe59::fact_25fb8e74e724ce02,Qwen3-4B,gpt4_65aabe59,temporal-reasoning,fact_25fb8e74e724ce02,"The user plans to expand behind-the-scenes content to other social media platforms including Instagram, Twitter, and Facebook after starting on LinkedIn on May 25, 2023.",temporal_active,Instagram | Twitter | Facebook | behind-the-scenes content,behind_the_scenes_content | facebook | instagram | twitter,behind_the_scenes_content | Facebook | Instagram | Twitter,PASS,PASS,high,"All active entity keys are explicitly supported by the fact and represent salient, reusable entities. 'behind_the_scenes_content' is a named type of content, and the three social media platforms are specific, named organizations. No spurious or overly generic entities are present. All expected entities are covered by active keys."
Qwen3-4B::2ebe6c90::fact_c79c3d7e39c0ae1f,Qwen3-4B,2ebe6c90,temporal-reasoning,fact_c79c3d7e39c0ae1f,"The assistant recommended 'The Women in the Castle' by Jessica Shattuck, a novel about three women with unique WWII experiences and their struggles to rebuild lives after the war.",temporal_active,The Women in the Castle | Jessica Shattuck | WWII | three women,wwii,The Women in the Castle | Jessica Shattuck | WWII,PASS,PARTIAL,high,"The active entity 'wwii' is a valid and useful expected entity. 'The Women in the Castle' and 'Jessica Shattuck' are both salient expected entities explicitly supported by the fact and are reusable, specific entities. However, only 'WWII' is active, so recall is partial. The entity 'three women' is too generic and not a reusable named entity, so it is not included in expected entities."
Qwen3-4B::0bc8ad92::fact_61e4c109d8025ff5,Qwen3-4B,0bc8ad92,temporal-reasoning,fact_61e4c109d8025ff5,"The assistant generated a poem about the International Baccalaureate program on December 8, 2022, emphasizing values like critical thinking, global citizenship, and excellence.",temporal_active,International Baccalaureate | critical thinking | global citizenship | excellence,critical_thinking,International Baccalaureate | critical thinking | global citizenship,PASS,PARTIAL,high,"The active entity 'critical_thinking' is supported and useful. 'global_citizenship' and 'international_baccalaureate' are salient expected entities not covered by active keys, but 'excellence' is an attribute rather than a reusable entity scope. The fact explicitly references the International Baccalaureate program and its core values, making both 'International Baccalaureate' and 'global citizenship' valid expected entities. 'critical_thinking' is correctly active. Recall is partial because two of three expected entities are missing from active keys."
Qwen3-4B::gpt4_7de946e7::fact_0b3b792df918a37c,Qwen3-4B,gpt4_7de946e7,temporal-reasoning,fact_0b3b792df918a37c,"The user recognized a 20% discount on a set of three artisanal soaps purchased at the farmer's market for $15, on or around February 28, 2023.",temporal_active,artisanal soaps | farmer's market | 20% discount | $15,farmer_s_market,artisanal soaps | farmer's market | 20% discount,PASS,PARTIAL,high,"The active entity 'farmer_s_market' is supported and useful. 'artisanal soaps' and '20% discount' are salient expected entities not covered by active keys, so recall is partial. '15' and '20_discount' are not standalone numbers or generic attributes; however, '20% discount' is a named promotional event and should be an expected entity. The active key 'farmer_s_market' is correct and precise. No unsupported or spurious keys are active, so precision is PASS."
Qwen3-4B::gpt4_e414231f::fact_1487ba9dd6470764,Qwen3-4B,gpt4_e414231f,temporal-reasoning,fact_1487ba9dd6470764,The assistant recommended Frontier Co-op's lavender extract as a brand endorsed by Cook's Illustrated for its balanced flavor and aroma.,temporal_lazy_only,Frontier Co-op | Cook's Illustrated | lavender extract,,Frontier Co-op | Cook's Illustrated | lavender extract,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input. Since there are no active keys, precision and recall cannot be evaluated. The expected entities are clearly supported by the fact and are reusable, salient semantic entities. However, the audit stratum indicates a 'temporal_lazy_only' context, suggesting no active routing is expected, hence both verdicts are NOT_APPLICABLE."
Qwen3-4B::2ebe6c92::fact_1245dbcf6c3254b7,Qwen3-4B,2ebe6c92,temporal-reasoning,fact_1245dbcf6c3254b7,The user accessed the website ukelessons.com for ukulele lessons and tutorials.,temporal_lazy_only,ukelessons.com | ukulele lessons | tutorials,,ukelessons.com | ukulele lessons | tutorials,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'ukelessons.com' (a specific website), 'ukulele lessons' (a named educational offering), and 'tutorials' (a reusable content type). Since none of these are active, recall fails."
Qwen3-4B::gpt4_2f584639::fact_e392d4b9266089ab,Qwen3-4B,gpt4_2f584639,temporal-reasoning,fact_e392d4b9266089ab,The assistant suggests that polycarbonate or Trivex lenses are lightweight and impact-resistant and are a good choice for blue light blocking glasses.,temporal_lazy_only,polycarbonate lenses | Trivex lenses | lightweight | impact-resistant,,polycarbonate lenses | Trivex lenses | blue light blocking glasses,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'polycarbonate lenses', 'Trivex lenses', and 'blue light blocking glasses' are all salient and explicitly supported by the fact. However, none are active in the entity keys, so recall fails. The candidate states are all marked 'lazy', indicating no active routing, which explains the lack of active keys."
Qwen3-4B::gpt4_8279ba03::fact_6659f151806c6848,Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_6659f151806c6848,The user intends to submit their comic book for grading soon and is curious about the expected grade.,temporal_lazy_only,comic book | grading,,comic book | grading | comic book grading service,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact references 'comic book' and 'grading' as salient concepts, with 'comic book grading service' being a logically relevant expected entity due to the context of submitting a comic book for grading. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::gpt4_d6585ce8::fact_e542b3966a2d42d1,Qwen3-4B,gpt4_d6585ce8,temporal-reasoning,fact_e542b3966a2d42d1,"The assistant recommended fatty fish including salmon and tuna as anti-inflammatory foods on March 20, 2023.",temporal_lazy_only,fatty fish | salmon | tuna,,salmon | tuna | fatty fish,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient expected entities: salmon, tuna, and fatty fish. Since no entity is actively routed, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::6e984301::fact_5eb46256a5f28e35,Qwen3-4B,6e984301,temporal-reasoning,fact_5eb46256a5f28e35,Caltech's admissions committee looks beyond academic metrics to identify students who will thrive in the school's rigorous academic environment and contribute to the campus community.,temporal_lazy_only,Caltech | rigorous academic environment | campus community,,Caltech | campus community | rigorous academic environment,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: Caltech (organization), campus community (named group/event), and rigorous academic environment (titled concept). However, since no entity keys are active, neither precision nor recall applies. The audit stratum indicates a lazy temporal evaluation, which may explain the lack of activation."
Qwen3-4B::gpt4_1d80365e::fact_eb503627d9c4b122,Qwen3-4B,gpt4_1d80365e,temporal-reasoning,fact_eb503627d9c4b122,"The Venezuelan government, led by President Nicolás Maduro, has been accused of causing and exacerbating the crisis through economic policies, corruption, and authoritarian rule.",temporal_lazy_only,Venezuelan government | President Nicolás Maduro | economic policies | corruption | authoritarian rule,,Venezuelan government | President Nicolás Maduro | authoritarian rule,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'Venezuelan government', 'President Nicolás Maduro', and 'authoritarian rule'. None of these are covered by active_entity_keys, so recall fails. 'Economic policies' and 'corruption' are attributes or aspects rather than reusable, standalone entities, and thus are not expected entity scopes."
Qwen3-4B::gpt4_8279ba03::fact_0e1ac9b335c4d859,Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_0e1ac9b335c4d859,"The user decided to eat sushi at restaurants instead of preparing it at home on March 14, 2023.",temporal_lazy_only,sushi | restaurant | home preparation,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact mentions 'sushi', 'restaurant', and 'home preparation' as entities, but the 'active_entity_keys' field is empty. Since no entity keys are active, precision and recall cannot be evaluated meaningfully. The audit stratum 'temporal_lazy_only' suggests that only temporal aspects are being considered, and no semantic entity routing is required. Therefore, no expected entities are identified as salient for long-term memory scope under this context."
Qwen3-4B::gpt4_8279ba02::fact_56e33c2049e15327,Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_56e33c2049e15327,"The assistant recommended the film 'The Grand Budapest Hotel' (2014) as a match for 'The French Dispatch' due to its whimsy, nostalgia, and visually stunning cinematography.",temporal_lazy_only,The Grand Budapest Hotel | The French Dispatch | Wes Anderson,,The Grand Budapest Hotel | The French Dispatch | Wes Anderson,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, despite three salient expected entities being explicitly supported by the fact. The fact clearly identifies 'The Grand Budapest Hotel' and 'The French Dispatch' as films and 'Wes Anderson' as the director, all of which are reusable, specific entities. Since no entity keys are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::gpt4_8279ba02::fact_f74fd3ff496bac3a,Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_f74fd3ff496bac3a,"The assistant provided examples of popular beach resort locations including Myrtle Beach, Hilton Head, and Waikiki Beach on March 15, 2023 (Wednesday) at 18:31:09 UTC+00:00.",temporal_lazy_only,Myrtle Beach | Hilton Head | Waikiki Beach,,Myrtle Beach | Hilton Head | Waikiki Beach,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly mentions three distinct, reusable beach resort locations that are salient expected entities. Since no expected entities are covered by active keys, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The entities are specific, named locations and are supported by the fact, making them valid long-term memory scopes."
Qwen3-4B::0bc8ad93::fact_a76c842271b37d10,Qwen3-4B,0bc8ad93,temporal-reasoning,fact_a76c842271b37d10,"The assistant stated that supporting diverse voices in media can encourage other outlets to adopt similar practices on February 18, 2023.",temporal_lazy_only,media outlets | diverse voices | inclusion | practices,,diverse voices | media outlets | inclusion,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'diverse voices', 'media outlets', and 'inclusion'. Since none of these are active, recall fails. The audit stratum is 'temporal_lazy_only', which may explain the lack of active keys, but the expected entities remain valid and salient based on the fact."
Qwen3-4B::gpt4_0b2f1d21::fact_22e55afd50407939,Qwen3-4B,gpt4_0b2f1d21,temporal-reasoning,fact_22e55afd50407939,The assistant noted that larger frets placed closer together improve finger movement and increase the playability of a bass guitar.,temporal_lazy_only,fret size | fret spacing | finger movement | playability | bass guitar,,bass guitar | fret size | fret spacing,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'bass guitar', 'fret size', and 'fret spacing'. Since none of these are active, recall fails. 'Finger movement' and 'playability' are attributes or outcomes rather than reusable entities, so they are not included as expected entities."
Qwen3-4B::gpt4_2655b836::fact_4ef784afad8527c9,Qwen3-4B,gpt4_2655b836,temporal-reasoning,fact_4ef784afad8527c9,"Mental Health America provides a directory of free and low-cost mental health clinics and resources for individuals dealing with mental illness on April 10, 2023.",temporal_lazy_only,Mental Health America | free mental health clinics | mental illness,,Mental Health America | free mental health clinics | mental illness,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: Mental Health America (organization), free mental health clinics (named resource), and mental illness (named condition). However, since no entity keys are active, neither precision nor recall applies. The audit stratum 'temporal_lazy_only' suggests that only temporal lazy states are considered, which may explain the lack of active keys."
Qwen3-4B::gpt4_21adecb5::fact_3ac97f7d9ce40b7b,Qwen3-4B,gpt4_21adecb5,temporal-reasoning,fact_3ac97f7d9ce40b7b,The user visited the 'Impressionist Masters' exhibit at the City Art Museum with colleague Rachel from work on Saturday.,temporal_lazy_only,Impressionist Masters exhibit | City Art Museum | Rachel,,Impressionist Masters exhibit | City Art Museum | Rachel,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact: 'Impressionist Masters exhibit' is a named event, 'City Art Museum' is a named place, and 'Rachel' is a specific person. However, since no entity keys are active, neither precision nor recall can be assessed."
Qwen3-4B::gpt4_fa19884c::fact_e4c346a27f75a34d,Qwen3-4B,gpt4_fa19884c,temporal-reasoning,fact_e4c346a27f75a34d,"The assistant recommended adding a few drops of lavender essential oil to bathwater and soaking for 20-30 minutes to promote relaxation and improve mood on February 24, 2023.",temporal_lazy_only,lavender essential oil | bathwater | soak | relaxation | mood,,lavender essential oil | bathwater | relaxation,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'lavender essential oil', 'bathwater', and 'relaxation' are all salient and explicitly supported by the fact, but none are active in the entity keys. Thus, recall fails as no salient expected entity is covered."
Qwen3-4B::gpt4_98f46fc6::fact_d440058620ba2172,Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_d440058620ba2172,The user asked whether new technologies would make geothermal energy more competitive with natural gas in terms of cost.,temporal_lazy_only,new technologies | geothermal energy | natural gas | cost,,new technologies | geothermal energy | natural gas,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact centers on the comparative cost competitiveness of geothermal energy and natural gas, driven by new technologies. The expected entities are all salient and explicitly supported. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::gpt4_98f46fc6::fact_ccbe6ebb1c9c021b,Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_ccbe6ebb1c9c021b,"The average score for 'I would recommend others to seek jobs in the Justice Ministry department' was 6.06 out of 7 in 2022, compared to 5.91 in 2020 and 4.59 in the external benchmark.",temporal_lazy_only,engagement | willingness to recommend | 6.06 | 2022 | 5.91 | 2020 | 4.59 | external benchmark,,Justice Ministry department | willingness to recommend | external benchmark,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present. The fact references a specific department ('Justice Ministry department'), a metric ('willingness to recommend'), and a comparison benchmark ('external benchmark'), all of which are salient expected entities. However, since 'active_entity_keys' is empty, precision and recall cannot be evaluated in the usual sense. The audit stratum 'temporal_lazy_only' suggests that only temporal entities are being considered, but the expected entities here are not purely temporal. Thus, both verdicts are NOT_APPLICABLE."
Qwen3-4B::gpt4_9a159967::fact_beb01a183b113ad6,Qwen3-4B,gpt4_9a159967,temporal-reasoning,fact_beb01a183b113ad6,The user spent $800 on a pair of Gucci luxury sneakers in April 2023 as a reward for completing a work project.,temporal_lazy_only,Gucci | sneakers | $800 | work project | April 2023,,Gucci | sneakers | work project,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input. The audit stratum is 'temporal_lazy_only', indicating that only temporal entities are expected to be active, but the fact contains non-temporal salient entities (Gucci, sneakers, work project). Since no keys are active, precision and recall cannot be evaluated meaningfully. Expected entities are identified based on the fact, but none are active, so verdicts are NOT_APPLICABLE."
Qwen3-4B::9a707b82::fact_8c4e1b3e80e29fea,Qwen3-4B,9a707b82,temporal-reasoning,fact_8c4e1b3e80e29fea,"The user prioritized exercise and fresh air on weekends, specifically mentioning a 30-minute walk during their lunch break on a weekday.",temporal_lazy_only,exercise | fresh air | lunch break | 30-minute walk,,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a behavioral pattern involving exercise, fresh air, and a lunch break, but none of these are specific, reusable entities (e.g., named places, organizations, products, or events). '30-minute walk' is a generic activity, not a named or reusable entity. Since no expected entity is explicitly supported and no salient entity scope is present, neither precision nor recall applies. The audit stratum 'temporal_lazy_only' suggests no active entity keys are expected."
Qwen3-4B::gpt4_4929293a::fact_3a7155282ad1baf3,Qwen3-4B,gpt4_4929293a,temporal-reasoning,fact_3a7155282ad1baf3,"The assistant recommended the Black+Decker 5-Cup Coffee Maker with a price range of $15 to $20 on April 11, 2023.",temporal_lazy_only,Black+Decker 5-Cup Coffee Maker | price range | drip coffee maker,,"Black+Decker 5-Cup Coffee Maker | drip coffee maker | April 11, 2023",NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'Black+Decker 5-Cup Coffee Maker' as a specific product and 'drip coffee maker' as a product type, both of which are reusable, salient entities. 'April 11, 2023' is a specific date that names a notable event (a recommendation date), making it a valid expected entity. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
